sentences,ground_truth,total_words,bert_raw,bert_prediction,bert_successes,bert_prediction_length
"['Cuttitta', 'announced', 'his', 'retirement', 'after', 'the', '1995', 'World', 'Cup', ',', 'where', 'he', 'took', 'issue', 'with', 'being', 'dropped', 'from', 'the', 'Italy', 'side', 'that', 'faced', 'England', 'in', 'the', 'pool', 'stages', '.']","[1, 0, 0, 0, 0, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0]",29,"[{'entity': 'B-PER', 'score': 0.9993998, 'index': 1, 'word': 'Cut', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.92012244, 'index': 2, 'word': '##ti', 'start': 3, 'end': 5}, {'entity': 'I-PER', 'score': 0.84809786, 'index': 3, 'word': '##tta', 'start': 5, 'end': 8}, {'entity': 'B-MISC', 'score': 0.96756524, 'index': 10, 'word': 'World', 'start': 49, 'end': 54}, {'entity': 'I-MISC', 'score': 0.99873704, 'index': 11, 'word': 'Cup', 'start': 55, 'end': 58}, {'entity': 'B-LOC', 'score': 0.99960667, 'index': 22, 'word': 'Italy', 'start': 109, 'end': 114}, {'entity': 'B-LOC', 'score': 0.9997389, 'index': 26, 'word': 'England', 'start': 131, 'end': 138}]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0]",26,29
"['Coste', 'said', 'he', 'had', 'approached', 'the', 'player', 'two', 'months', 'ago', 'about', 'a', 'comeback', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,"[{'entity': 'B-PER', 'score': 0.9995134, 'index': 1, 'word': 'Co', 'start': 0, 'end': 2}, {'entity': 'B-PER', 'score': 0.7248338, 'index': 2, 'word': '##ste', 'start': 2, 'end': 5}]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,14
"['""', 'He', 'ended', 'the', 'World', 'Cup', 'on', 'the', 'wrong', 'note', ',', '""', 'Coste', 'said', '.']","[0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 1, 0, 0]",15,"[{'entity': 'B-MISC', 'score': 0.99839467, 'index': 5, 'word': 'World', 'start': 15, 'end': 20}, {'entity': 'I-MISC', 'score': 0.99893075, 'index': 6, 'word': 'Cup', 'start': 21, 'end': 24}, {'entity': 'B-PER', 'score': 0.99958795, 'index': 13, 'word': 'Co', 'start': 47, 'end': 49}, {'entity': 'B-PER', 'score': 0.9643192, 'index': 14, 'word': '##ste', 'start': 49, 'end': 52}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",13,15
"['""', 'I', 'thought', 'it', 'would', 'be', 'useful', 'to', 'have', 'him', 'back', 'and', 'he', 'said', 'he', 'would', 'be', 'available', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",19,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",19,19
"['I', 'think', 'now', 'is', 'the', 'right', 'time', 'for', 'him', 'to', 'return', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,13
"['Squad', ':', 'Javier', 'Pertile', ',', 'Paolo', 'Vaccari', ',', 'Marcello', 'Cuttitta', ',', 'Ivan', 'Francescato', ',', 'Leandro', 'Manteri', ',', 'Diego', 'Dominguez', ',', 'Francesco', 'Mazzariol', ',', 'Alessandro', 'Troncon', ',', 'Orazio', 'Arancio', ',', 'Andrea', 'Sgorlon', ',', 'Massimo', 'Giovanelli', ',', 'Carlo', 'Checchinato', ',', 'Walter', 'Cristofoletto', ',', 'Franco', 'Properzi', 'Curti', ',', 'Carlo', 'Orlandi', ',', 'Massimo', 'Cuttitta', ',', 'Giambatista', 'Croci', ',', 'Gianluca', 'Guidi', ',', 'Nicola', 'Mazzucato', ',', 'Alessandro', 'Moscardi', ',', 'Andrea', 'Castellani', '.']","[0, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0]",66,"[{'entity': 'B-PER', 'score': 0.9997849, 'index': 3, 'word': 'Javier', 'start': 8, 'end': 14}, {'entity': 'I-PER', 'score': 0.99977857, 'index': 4, 'word': 'Per', 'start': 15, 'end': 18}, {'entity': 'I-PER', 'score': 0.9997049, 'index': 5, 'word': '##tile', 'start': 18, 'end': 22}, {'entity': 'B-PER', 'score': 0.9997645, 'index': 7, 'word': 'Paolo', 'start': 25, 'end': 30}, {'entity': 'I-PER', 'score': 0.9997626, 'index': 8, 'word': 'V', 'start': 31, 'end': 32}, {'entity': 'I-PER', 'score': 0.99957603, 'index': 9, 'word': '##ac', 'start': 32, 'end': 34}, {'entity': 'I-PER', 'score': 0.9996687, 'index': 10, 'word': '##car', 'start': 34, 'end': 37}, {'entity': 'I-PER', 'score': 0.997189, 'index': 11, 'word': '##i', 'start': 37, 'end': 38}, {'entity': 'B-PER', 'score': 0.9997507, 'index': 13, 'word': 'Marcel', 'start': 41, 'end': 47}, {'entity': 'B-PER', 'score': 0.99667954, 'index': 14, 'word': '##lo', 'start': 47, 'end': 49}, {'entity': 'I-PER', 'score': 0.9997769, 'index': 15, 'word': 'Cut', 'start': 50, 'end': 53}, {'entity': 'I-PER', 'score': 0.99865425, 'index': 16, 'word': '##ti', 'start': 53, 'end': 55}, {'entity': 'I-PER', 'score': 0.9979101, 'index': 17, 'word': '##tta', 'start': 55, 'end': 58}, {'entity': 'B-PER', 'score': 0.9997794, 'index': 19, 'word': 'Ivan', 'start': 61, 'end': 65}, {'entity': 'I-PER', 'score': 0.9997758, 'index': 20, 'word': 'Francesca', 'start': 66, 'end': 75}, {'entity': 'I-PER', 'score': 0.99940646, 'index': 21, 'word': '##to', 'start': 75, 'end': 77}, {'entity': 'B-PER', 'score': 0.9997197, 'index': 23, 'word': 'Lea', 'start': 80, 'end': 83}, {'entity': 'I-PER', 'score': 0.8019728, 'index': 24, 'word': '##nd', 'start': 83, 'end': 85}, {'entity': 'B-PER', 'score': 0.99545693, 'index': 25, 'word': '##ro', 'start': 85, 'end': 87}, {'entity': 'I-PER', 'score': 0.9997211, 'index': 26, 'word': 'Man', 'start': 88, 'end': 91}, {'entity': 'I-PER', 'score': 0.9983637, 'index': 27, 'word': '##ter', 'start': 91, 'end': 94}, {'entity': 'I-PER', 'score': 0.99209964, 'index': 28, 'word': '##i', 'start': 94, 'end': 95}, {'entity': 'B-PER', 'score': 0.9997837, 'index': 30, 'word': 'Diego', 'start': 98, 'end': 103}, {'entity': 'I-PER', 'score': 0.9997961, 'index': 31, 'word': 'Dom', 'start': 104, 'end': 107}, {'entity': 'I-PER', 'score': 0.99961346, 'index': 32, 'word': '##ing', 'start': 107, 'end': 110}, {'entity': 'I-PER', 'score': 0.9827612, 'index': 33, 'word': '##ue', 'start': 110, 'end': 112}, {'entity': 'I-PER', 'score': 0.98848665, 'index': 34, 'word': '##z', 'start': 112, 'end': 113}, {'entity': 'B-PER', 'score': 0.99977976, 'index': 36, 'word': 'Francesco', 'start': 116, 'end': 125}, {'entity': 'I-PER', 'score': 0.99967706, 'index': 37, 'word': 'Ma', 'start': 126, 'end': 128}, {'entity': 'I-PER', 'score': 0.99941385, 'index': 38, 'word': '##zza', 'start': 128, 'end': 131}, {'entity': 'I-PER', 'score': 0.99777967, 'index': 39, 'word': '##rio', 'start': 131, 'end': 134}, {'entity': 'I-PER', 'score': 0.64910877, 'index': 40, 'word': '##l', 'start': 134, 'end': 135}, {'entity': 'B-PER', 'score': 0.9997247, 'index': 42, 'word': 'Alessandro', 'start': 138, 'end': 148}, {'entity': 'I-PER', 'score': 0.9996536, 'index': 43, 'word': 'T', 'start': 149, 'end': 150}, {'entity': 'I-PER', 'score': 0.9868209, 'index': 44, 'word': '##ron', 'start': 150, 'end': 153}, {'entity': 'I-PER', 'score': 0.99751794, 'index': 45, 'word': '##con', 'start': 153, 'end': 156}, {'entity': 'B-PER', 'score': 0.99967504, 'index': 47, 'word': 'Or', 'start': 159, 'end': 161}, {'entity': 'B-PER', 'score': 0.9835396, 'index': 48, 'word': '##azi', 'start': 161, 'end': 164}, {'entity': 'B-PER', 'score': 0.9883895, 'index': 49, 'word': '##o', 'start': 164, 'end': 165}, {'entity': 'I-PER', 'score': 0.99971503, 'index': 50, 'word': 'Ara', 'start': 166, 'end': 169}, {'entity': 'I-PER', 'score': 0.9994985, 'index': 51, 'word': '##nc', 'start': 169, 'end': 171}, {'entity': 'I-PER', 'score': 0.9620729, 'index': 52, 'word': '##io', 'start': 171, 'end': 173}, {'entity': 'B-PER', 'score': 0.999777, 'index': 54, 'word': 'Andrea', 'start': 176, 'end': 182}, {'entity': 'I-PER', 'score': 0.99965286, 'index': 55, 'word': 'S', 'start': 183, 'end': 184}, {'entity': 'I-PER', 'score': 0.99809223, 'index': 56, 'word': '##gor', 'start': 184, 'end': 187}, {'entity': 'I-PER', 'score': 0.9414468, 'index': 57, 'word': '##lon', 'start': 187, 'end': 190}, {'entity': 'B-PER', 'score': 0.99959487, 'index': 59, 'word': 'Mass', 'start': 193, 'end': 197}, {'entity': 'B-PER', 'score': 0.99918, 'index': 60, 'word': '##imo', 'start': 197, 'end': 200}, {'entity': 'I-PER', 'score': 0.9997296, 'index': 61, 'word': 'G', 'start': 201, 'end': 202}, {'entity': 'I-PER', 'score': 0.9992167, 'index': 62, 'word': '##io', 'start': 202, 'end': 204}, {'entity': 'I-PER', 'score': 0.9991429, 'index': 63, 'word': '##van', 'start': 204, 'end': 207}, {'entity': 'I-PER', 'score': 0.9984849, 'index': 64, 'word': '##elli', 'start': 207, 'end': 211}, {'entity': 'B-PER', 'score': 0.99975735, 'index': 66, 'word': 'Carlo', 'start': 214, 'end': 219}, {'entity': 'I-PER', 'score': 0.99972063, 'index': 67, 'word': 'Ch', 'start': 220, 'end': 222}, {'entity': 'I-PER', 'score': 0.9983814, 'index': 68, 'word': '##ec', 'start': 222, 'end': 224}, {'entity': 'I-PER', 'score': 0.9741445, 'index': 69, 'word': '##china', 'start': 224, 'end': 229}, {'entity': 'I-PER', 'score': 0.77158153, 'index': 70, 'word': '##to', 'start': 229, 'end': 231}, {'entity': 'B-PER', 'score': 0.9997396, 'index': 72, 'word': 'Walter', 'start': 234, 'end': 240}, {'entity': 'I-PER', 'score': 0.9996885, 'index': 73, 'word': 'C', 'start': 241, 'end': 242}, {'entity': 'I-PER', 'score': 0.9994388, 'index': 74, 'word': '##risto', 'start': 242, 'end': 247}, {'entity': 'I-PER', 'score': 0.9987264, 'index': 75, 'word': '##fo', 'start': 247, 'end': 249}, {'entity': 'I-PER', 'score': 0.9740859, 'index': 76, 'word': '##lett', 'start': 249, 'end': 253}, {'entity': 'I-PER', 'score': 0.9155553, 'index': 77, 'word': '##o', 'start': 253, 'end': 254}, {'entity': 'B-PER', 'score': 0.99977773, 'index': 79, 'word': 'Franco', 'start': 257, 'end': 263}, {'entity': 'I-PER', 'score': 0.9996978, 'index': 80, 'word': 'Pro', 'start': 264, 'end': 267}, {'entity': 'I-PER', 'score': 0.9994092, 'index': 81, 'word': '##per', 'start': 267, 'end': 270}, {'entity': 'I-PER', 'score': 0.9916971, 'index': 82, 'word': '##zi', 'start': 270, 'end': 272}, {'entity': 'I-PER', 'score': 0.9995975, 'index': 83, 'word': 'C', 'start': 273, 'end': 274}, {'entity': 'I-PER', 'score': 0.99959487, 'index': 84, 'word': '##urt', 'start': 274, 'end': 277}, {'entity': 'I-PER', 'score': 0.9833399, 'index': 85, 'word': '##i', 'start': 277, 'end': 278}, {'entity': 'B-PER', 'score': 0.99977666, 'index': 87, 'word': 'Carlo', 'start': 281, 'end': 286}, {'entity': 'I-PER', 'score': 0.9997559, 'index': 88, 'word': 'Or', 'start': 287, 'end': 289}, {'entity': 'I-PER', 'score': 0.99966514, 'index': 89, 'word': '##land', 'start': 289, 'end': 293}, {'entity': 'I-PER', 'score': 0.99020046, 'index': 90, 'word': '##i', 'start': 293, 'end': 294}, {'entity': 'B-PER', 'score': 0.9996245, 'index': 92, 'word': 'Mass', 'start': 297, 'end': 301}, {'entity': 'B-PER', 'score': 0.9992681, 'index': 93, 'word': '##imo', 'start': 301, 'end': 304}, {'entity': 'I-PER', 'score': 0.9997521, 'index': 94, 'word': 'Cut', 'start': 305, 'end': 308}, {'entity': 'I-PER', 'score': 0.99924797, 'index': 95, 'word': '##ti', 'start': 308, 'end': 310}, {'entity': 'I-PER', 'score': 0.9975681, 'index': 96, 'word': '##tta', 'start': 310, 'end': 313}, {'entity': 'B-PER', 'score': 0.99970144, 'index': 98, 'word': 'G', 'start': 316, 'end': 317}, {'entity': 'B-PER', 'score': 0.78639966, 'index': 99, 'word': '##iam', 'start': 317, 'end': 320}, {'entity': 'I-PER', 'score': 0.999201, 'index': 100, 'word': '##bat', 'start': 320, 'end': 323}, {'entity': 'I-PER', 'score': 0.9961409, 'index': 101, 'word': '##ista', 'start': 323, 'end': 327}, {'entity': 'I-PER', 'score': 0.9997048, 'index': 102, 'word': 'C', 'start': 328, 'end': 329}, {'entity': 'I-PER', 'score': 0.9992617, 'index': 103, 'word': '##ro', 'start': 329, 'end': 331}, {'entity': 'I-PER', 'score': 0.9983339, 'index': 104, 'word': '##ci', 'start': 331, 'end': 333}, {'entity': 'B-PER', 'score': 0.9997234, 'index': 106, 'word': 'G', 'start': 336, 'end': 337}, {'entity': 'B-PER', 'score': 0.9940673, 'index': 107, 'word': '##ian', 'start': 337, 'end': 340}, {'entity': 'I-PER', 'score': 0.9929317, 'index': 108, 'word': '##lu', 'start': 340, 'end': 342}, {'entity': 'B-PER', 'score': 0.9954983, 'index': 109, 'word': '##ca', 'start': 342, 'end': 344}, {'entity': 'I-PER', 'score': 0.9997452, 'index': 110, 'word': 'G', 'start': 345, 'end': 346}, {'entity': 'I-PER', 'score': 0.99966574, 'index': 111, 'word': '##uid', 'start': 346, 'end': 349}, {'entity': 'I-PER', 'score': 0.99740344, 'index': 112, 'word': '##i', 'start': 349, 'end': 350}, {'entity': 'B-PER', 'score': 0.99975353, 'index': 114, 'word': 'Nicola', 'start': 353, 'end': 359}, {'entity': 'I-PER', 'score': 0.9997162, 'index': 115, 'word': 'Ma', 'start': 360, 'end': 362}, {'entity': 'I-PER', 'score': 0.9995376, 'index': 116, 'word': '##zz', 'start': 362, 'end': 364}, {'entity': 'I-PER', 'score': 0.9906623, 'index': 117, 'word': '##uca', 'start': 364, 'end': 367}, {'entity': 'I-PER', 'score': 0.96473867, 'index': 118, 'word': '##to', 'start': 367, 'end': 369}, {'entity': 'B-PER', 'score': 0.99977344, 'index': 120, 'word': 'Alessandro', 'start': 372, 'end': 382}, {'entity': 'I-PER', 'score': 0.99968624, 'index': 121, 'word': 'Mo', 'start': 383, 'end': 385}, {'entity': 'I-PER', 'score': 0.99892527, 'index': 122, 'word': '##sca', 'start': 385, 'end': 388}, {'entity': 'I-PER', 'score': 0.9970728, 'index': 123, 'word': '##rdi', 'start': 388, 'end': 391}, {'entity': 'B-PER', 'score': 0.99974483, 'index': 125, 'word': 'Andrea', 'start': 394, 'end': 400}, {'entity': 'I-PER', 'score': 0.9997172, 'index': 126, 'word': 'Cast', 'start': 401, 'end': 405}, {'entity': 'I-PER', 'score': 0.9958438, 'index': 127, 'word': '##ella', 'start': 405, 'end': 409}, {'entity': 'I-PER', 'score': 0.98063505, 'index': 128, 'word': '##ni', 'start': 409, 'end': 411}]","[0, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0]",66,66
"['SOCCER', '-', 'LATE', 'GOALS', 'GIVE', 'JAPAN', 'WIN', 'OVER', 'SYRIA', '.']","[0, 0, 0, 0, 0, 5, 0, 0, 5, 0]",10,"[{'entity': 'B-PER', 'score': 0.44050518, 'index': 6, 'word': 'LA', 'start': 9, 'end': 11}, {'entity': 'B-LOC', 'score': 0.39751145, 'index': 13, 'word': 'J', 'start': 25, 'end': 26}, {'entity': 'I-LOC', 'score': 0.4033129, 'index': 14, 'word': '##AP', 'start': 26, 'end': 28}, {'entity': 'B-LOC', 'score': 0.9555206, 'index': 21, 'word': 'S', 'start': 40, 'end': 41}, {'entity': 'I-LOC', 'score': 0.8010527, 'index': 22, 'word': '##Y', 'start': 41, 'end': 42}, {'entity': 'I-LOC', 'score': 0.84432274, 'index': 23, 'word': '##RI', 'start': 42, 'end': 44}, {'entity': 'I-LOC', 'score': 0.7306639, 'index': 24, 'word': '##A', 'start': 44, 'end': 45}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,10
"['AL-AIN', ',', 'United', 'Arab', 'Emirates', '1996-12-06']","[5, 0, 5, 6, 6, 0]",6,"[{'entity': 'B-LOC', 'score': 0.9976654, 'index': 1, 'word': 'AL', 'start': 0, 'end': 2}, {'entity': 'I-LOC', 'score': 0.99578744, 'index': 2, 'word': '-', 'start': 2, 'end': 3}, {'entity': 'I-LOC', 'score': 0.9619766, 'index': 3, 'word': 'AI', 'start': 3, 'end': 5}, {'entity': 'I-LOC', 'score': 0.98513675, 'index': 4, 'word': '##N', 'start': 5, 'end': 6}, {'entity': 'B-LOC', 'score': 0.9994467, 'index': 6, 'word': 'United', 'start': 9, 'end': 15}, {'entity': 'I-LOC', 'score': 0.9993622, 'index': 7, 'word': 'Arab', 'start': 16, 'end': 20}, {'entity': 'I-LOC', 'score': 0.99942786, 'index': 8, 'word': 'Emirates', 'start': 21, 'end': 29}]","[5, 0, 5, 6, 6, 0]",6,6
"['Two', 'goals', 'in', 'the', 'last', 'six', 'minutes', 'gave', 'holders', 'Japan', 'an', 'uninspiring', '2-1', 'Asian', 'Cup', 'victory', 'over', 'Syria', 'on', 'Friday', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 7, 8, 0, 0, 5, 0, 0, 0]",21,"[{'entity': 'B-LOC', 'score': 0.99982053, 'index': 10, 'word': 'Japan', 'start': 47, 'end': 52}, {'entity': 'B-MISC', 'score': 0.9962496, 'index': 19, 'word': 'Asian', 'start': 72, 'end': 77}, {'entity': 'I-MISC', 'score': 0.9979564, 'index': 20, 'word': 'Cup', 'start': 78, 'end': 81}, {'entity': 'B-LOC', 'score': 0.9998104, 'index': 23, 'word': 'Syria', 'start': 95, 'end': 100}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]",19,21
"['Takuya', 'Takagi', 'headed', 'the', 'winner', 'in', 'the', '88th', 'minute', 'of', 'the', 'group', 'C', 'game', 'after', 'goalkeeper', 'Salem', 'Bitar', 'spoiled', 'a', 'mistake-free', 'display', 'by', 'allowing', 'the', 'ball', 'to', 'slip', 'under', 'his', 'body', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",32,"[{'entity': 'B-PER', 'score': 0.99915767, 'index': 1, 'word': 'Ta', 'start': 0, 'end': 2}, {'entity': 'B-PER', 'score': 0.8782794, 'index': 2, 'word': '##ku', 'start': 2, 'end': 4}, {'entity': 'B-PER', 'score': 0.9843641, 'index': 3, 'word': '##ya', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.99978155, 'index': 4, 'word': 'Ta', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.99477553, 'index': 5, 'word': '##ka', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9967355, 'index': 6, 'word': '##gi', 'start': 11, 'end': 13}, {'entity': 'B-PER', 'score': 0.9997708, 'index': 22, 'word': 'Salem', 'start': 88, 'end': 93}, {'entity': 'I-PER', 'score': 0.99974793, 'index': 23, 'word': 'Bit', 'start': 94, 'end': 97}, {'entity': 'I-PER', 'score': 0.99252445, 'index': 24, 'word': '##ar', 'start': 97, 'end': 99}]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",32,32
"['It', 'was', 'the', 'second', 'Syrian', 'defensive', 'blunder', 'in', 'four', 'minutes', '.']","[0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0]",11,"[{'entity': 'B-MISC', 'score': 0.99975187, 'index': 5, 'word': 'Syrian', 'start': 18, 'end': 24}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,11
"['Defender', 'Hassan', 'Abbas', 'rose', 'to', 'intercept', 'a', 'long', 'ball', 'into', 'the', 'area', 'in', 'the', '84th', 'minute', 'but', 'only', 'managed', 'to', 'divert', 'it', 'into', 'the', 'top', 'corner', 'of', 'Bitar', ""'s"", 'goal', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",31,"[{'entity': 'B-PER', 'score': 0.99953103, 'index': 3, 'word': 'Hassan', 'start': 9, 'end': 15}, {'entity': 'I-PER', 'score': 0.99965537, 'index': 4, 'word': 'Abbas', 'start': 16, 'end': 21}, {'entity': 'B-ORG', 'score': 0.98183286, 'index': 31, 'word': 'Bit', 'start': 138, 'end': 141}, {'entity': 'I-ORG', 'score': 0.97064227, 'index': 32, 'word': '##ar', 'start': 141, 'end': 143}]","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]",30,31
"['Syria', 'had', 'taken', 'the', 'lead', 'from', 'their', 'first', 'serious', 'attack', 'in', 'the', 'seventh', 'minute', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15,"[{'entity': 'B-LOC', 'score': 0.9998605, 'index': 1, 'word': 'Syria', 'start': 0, 'end': 5}]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15,15
"['Nader', 'Jokhadar', 'headed', 'a', 'cross', 'from', 'the', 'right', 'by', 'Ammar', 'Awad', 'into', 'the', 'top', 'right', 'corner', 'of', 'Kenichi', 'Shimokawa', ""'s"", 'goal', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]",22,"[{'entity': 'B-PER', 'score': 0.99966025, 'index': 1, 'word': 'Na', 'start': 0, 'end': 2}, {'entity': 'B-PER', 'score': 0.9925937, 'index': 2, 'word': '##der', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.99975675, 'index': 3, 'word': 'Jo', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.9993563, 'index': 4, 'word': '##kha', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.99663025, 'index': 5, 'word': '##dar', 'start': 11, 'end': 14}, {'entity': 'B-PER', 'score': 0.99969804, 'index': 13, 'word': 'Am', 'start': 48, 'end': 50}, {'entity': 'B-PER', 'score': 0.9963567, 'index': 14, 'word': '##mar', 'start': 50, 'end': 53}, {'entity': 'I-PER', 'score': 0.999701, 'index': 15, 'word': 'A', 'start': 54, 'end': 55}, {'entity': 'I-PER', 'score': 0.9991787, 'index': 16, 'word': '##wa', 'start': 55, 'end': 57}, {'entity': 'I-PER', 'score': 0.9606316, 'index': 17, 'word': '##d', 'start': 57, 'end': 58}, {'entity': 'B-PER', 'score': 0.9995789, 'index': 24, 'word': 'Ken', 'start': 88, 'end': 91}, {'entity': 'I-PER', 'score': 0.6708596, 'index': 25, 'word': '##ichi', 'start': 91, 'end': 95}, {'entity': 'I-PER', 'score': 0.99961674, 'index': 26, 'word': 'Shi', 'start': 96, 'end': 99}, {'entity': 'I-PER', 'score': 0.99723107, 'index': 27, 'word': '##mo', 'start': 99, 'end': 101}, {'entity': 'I-PER', 'score': 0.9910234, 'index': 28, 'word': '##kawa', 'start': 101, 'end': 105}]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]",22,22
"['Japan', 'then', 'laid', 'siege', 'to', 'the', 'Syrian', 'penalty', 'area', 'and', 'had', 'a', 'goal', 'disallowed', 'for', 'offside', 'in', 'the', '16th', 'minute', '.']","[5, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21,"[{'entity': 'B-LOC', 'score': 0.99983585, 'index': 1, 'word': 'Japan', 'start': 0, 'end': 5}, {'entity': 'B-MISC', 'score': 0.999744, 'index': 7, 'word': 'Syrian', 'start': 29, 'end': 35}]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",20,21
"['A', 'minute', 'later', ',', 'Bitar', 'produced', 'a', 'good', 'double', 'save', ',', 'first', 'from', 'Kazuyoshi', 'Miura', ""'s"", 'header', 'and', 'then', 'blocked', 'a', 'Takagi', 'follow-up', 'shot', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",25,"[{'entity': 'B-PER', 'score': 0.560412, 'index': 5, 'word': 'Bit', 'start': 17, 'end': 20}, {'entity': 'I-ORG', 'score': 0.87366736, 'index': 6, 'word': '##ar', 'start': 20, 'end': 22}, {'entity': 'B-PER', 'score': 0.9994708, 'index': 15, 'word': 'Ka', 'start': 64, 'end': 66}, {'entity': 'B-PER', 'score': 0.9956214, 'index': 16, 'word': '##zu', 'start': 66, 'end': 68}, {'entity': 'I-PER', 'score': 0.558163, 'index': 17, 'word': '##yoshi', 'start': 68, 'end': 73}, {'entity': 'I-PER', 'score': 0.9994178, 'index': 18, 'word': 'Mi', 'start': 74, 'end': 76}, {'entity': 'I-PER', 'score': 0.9934953, 'index': 19, 'word': '##ura', 'start': 76, 'end': 79}, {'entity': 'B-PER', 'score': 0.98404217, 'index': 27, 'word': 'Ta', 'start': 109, 'end': 111}, {'entity': 'I-PER', 'score': 0.7206559, 'index': 28, 'word': '##ka', 'start': 111, 'end': 113}, {'entity': 'B-PER', 'score': 0.3006419, 'index': 29, 'word': '##gi', 'start': 113, 'end': 115}]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",25,25
